userId;date;trafficSource;cost;value
user_2686;2020-01-07;facebook / video;10.25;0
user_2687;2020-01-03;facebook / video;10.25;150
user_2689;2020-01-03;google / cpc;8.25;0
user_2689;2020-01-28;yandex / cpc;8.5;0
user_269;2020-01-05;facebook / video;10.25;0
user_2691;2020-01-03;yandex / cpc;8.5;202.5
user_2691;2020-01-21;facebook / video;10.25;0
user_2693;2020-01-12;telegram / posts;15.75;0
user_2693;2020-01-20;yandex / cpc;8.5;0
user_2696;2020-01-03;vk / display;14.75;0
user_2698;2020-01-03;telegram / posts;15.75;0
user_2698;2020-01-04;telegram / posts;15.75;0
user_2699;2020-01-03;google / cpc;8.25;0
user_2699;2020-01-16;telegram / posts;15.75;0
user_27;2020-01-13;yandex / cpc;8.5;0
user_27;2020-01-14;facebook / video;10.25;0
user_2701;2020-01-17;google / cpc;8.25;0
user_2701;2020-01-20;facebook / video;10.25;0
user_2702;2020-01-03;telegram / posts;15.75;0
user_2703;2020-01-03;yandex / cpc;8.5;0
user_2703;2020-01-14;google / cpc;8.25;185
user_2704;2020-01-21;yandex / cpc;8.5;0
user_2706;2020-01-08;google / cpc;8.25;0
user_2712;2020-01-03;facebook / video;10.25;0
user_2713;2020-01-14;telegram / posts;15.75;0
user_2714;2020-01-10;yandex / cpc;8.5;0
user_2716;2020-01-03;facebook / video;10.25;0
user_2716;2020-01-12;facebook / video;10.25;0
user_2718;2020-01-03;google / cpc;8.25;0
user_2718;2020-01-04;telegram / posts;15.75;0
user_2720;2020-01-07;google / cpc;8.25;0
user_2722;2020-01-14;google / cpc;8.25;0
user_2725;2020-01-04;facebook / video;10.25;0
user_2726;2020-01-03;vk / display;14.75;227.5
user_2726;2020-01-09;yandex / cpc;8.5;0
user_2726;2020-01-09;yandex / cpc;8.5;0
user_2727;2020-01-07;google / cpc;8.25;0
user_273;2020-01-10;yandex / cpc;8.5;0
user_2732;2020-01-08;facebook / video;10.25;0
user_2732;2020-01-12;telegram / posts;15.75;0
user_2734;2020-01-31;telegram / posts;15.75;0
user_2738;2020-01-03;google / cpc;8.25;0
user_2738;2020-01-05;yandex / cpc;8.5;0
user_2738;2020-01-09;yandex / cpc;8.5;222.5
user_2739;2020-01-03;facebook / video;10.25;142.5
user_274;2020-01-03;yandex / cpc;8.5;0
user_2740;2020-01-07;yandex / cpc;8.5;0
user_2740;2020-01-07;google / cpc;8.25;0
user_2744;2020-01-05;telegram / posts;15.75;0
user_2744;2020-01-07;telegram / posts;15.75;0
user_2744;2020-01-13;facebook / video;10.25;0
user_2745;2020-01-05;facebook / video;10.25;137.5
user_2745;2020-01-09;telegram / posts;15.75;0
user_2745;2020-01-15;facebook / video;10.25;0
user_2746;2020-01-05;google / cpc;8.25;0
user_2746;2020-01-14;google / cpc;8.25;190
user_2747;2020-01-03;facebook / video;10.25;0
user_2748;2020-01-06;google / cpc;8.25;0
user_2749;2020-01-03;google / cpc;8.25;0
user_2749;2020-01-10;google / cpc;8.25;0
user_2751;2020-01-09;yandex / cpc;8.5;0
user_2751;2020-01-12;facebook / video;10.25;0
user_2752;2020-01-03;google / cpc;8.25;0
user_2752;2020-01-13;telegram / posts;15.75;0
user_2754;2020-01-03;google / cpc;8.25;0
user_2754;2020-01-07;yandex / cpc;8.5;0
user_2755;2020-01-04;google / cpc;8.25;0
user_2755;2020-01-05;google / cpc;8.25;0
user_2756;2020-01-11;facebook / video;10.25;0
user_2757;2020-01-07;yandex / cpc;8.5;0
user_2759;2020-01-03;telegram / posts;15.75;0
user_276;2020-01-05;google / cpc;8.25;65
user_2760;2020-01-11;telegram / posts;15.75;0
user_2762;2020-01-03;telegram / posts;15.75;0
user_2763;2020-01-05;yandex / cpc;8.5;0
user_2763;2020-01-07;yandex / cpc;8.5;0
user_2764;2020-01-05;facebook / video;10.25;0
user_2766;2020-01-03;yandex / cpc;8.5;0
user_2767;2020-01-04;telegram / posts;15.75;0
user_2768;2020-01-13;google / cpc;8.25;142.5
user_2769;2020-01-07;google / cpc;8.25;0
user_277;2020-01-11;google / cpc;8.25;245
user_2771;2020-01-03;telegram / posts;15.75;0
user_2771;2020-01-06;google / cpc;8.25;0
user_2772;2020-01-05;google / cpc;8.25;0
user_2773;2020-01-05;yandex / cpc;8.5;0
user_2774;2020-01-04;vk / display;14.75;0
user_2774;2020-01-08;facebook / video;10.25;0
user_2776;2020-01-04;telegram / posts;15.75;0
user_2777;2020-01-05;facebook / video;10.25;187.5
user_2779;2020-01-20;vk / display;14.75;0
user_278;2020-01-03;telegram / posts;15.75;0
user_278;2020-01-03;facebook / video;10.25;77.5
user_278;2020-01-05;google / cpc;8.25;0
user_2781;2020-01-03;google / cpc;8.25;0
user_2781;2020-01-13;google / cpc;8.25;0
user_2783;2020-01-05;google / cpc;8.25;0
user_2784;2020-01-03;yandex / cpc;8.5;0
user_2787;2020-01-11;google / cpc;8.25;165
user_2788;2020-01-03;facebook / video;10.25;0
user_2788;2020-01-03;telegram / posts;15.75;0
user_2788;2020-01-05;telegram / posts;15.75;0
user_2788;2020-01-12;facebook / video;10.25;0
user_2789;2020-01-06;yandex / cpc;8.5;0
user_279;2020-01-03;google / cpc;8.25;0
user_2792;2020-01-11;yandex / cpc;8.5;0
user_2793;2020-01-03;telegram / posts;15.75;0
user_2795;2020-01-05;google / cpc;8.25;0
user_2796;2020-01-03;telegram / posts;15.75;0
user_2796;2020-01-07;google / cpc;8.25;0
user_2797;2020-01-08;vk / display;14.75;0
user_2798;2020-01-03;facebook / video;10.25;0
user_2798;2020-01-03;google / cpc;8.25;132.5
user_2799;2020-01-05;facebook / video;10.25;0
user_2799;2020-01-09;facebook / video;10.25;0
user_280;2020-01-06;yandex / cpc;8.5;0
user_280;2020-01-09;yandex / cpc;8.5;0
user_280;2020-01-13;facebook / video;10.25;0
user_2800;2020-01-05;google / cpc;8.25;65
user_2800;2020-01-06;telegram / posts;15.75;0
user_2800;2020-01-09;google / cpc;8.25;0
user_2800;2020-01-10;google / cpc;8.25;0
user_2802;2020-01-03;facebook / video;10.25;0
user_2802;2020-01-03;facebook / video;10.25;0
user_2802;2020-01-10;yandex / cpc;8.5;0
user_2804;2020-01-05;google / cpc;8.25;0
user_2804;2020-01-09;google / cpc;8.25;0
user_2805;2020-01-05;facebook / video;10.25;0
user_2805;2020-01-22;google / cpc;8.25;0
user_2810;2020-01-05;yandex / cpc;8.5;0
user_2810;2020-01-05;facebook / video;10.25;0
user_2812;2020-01-03;google / cpc;8.25;0
user_2812;2020-01-04;google / cpc;8.25;0
user_2816;2020-01-10;vk / display;14.75;0
user_2816;2020-01-18;facebook / video;10.25;0
user_2817;2020-01-04;telegram / posts;15.75;0
user_2818;2020-01-19;google / cpc;8.25;0
user_2819;2020-01-04;facebook / video;10.25;0
user_2820;2020-01-05;facebook / video;10.25;0
user_2821;2020-01-10;google / cpc;8.25;160
user_2824;2020-01-05;telegram / posts;15.75;0
user_2824;2020-01-05;vk / display;14.75;0
user_2825;2020-01-09;yandex / cpc;8.5;0
user_2827;2020-01-03;telegram / posts;15.75;67.5
user_2827;2020-01-06;google / cpc;8.25;0
user_2828;2020-01-21;facebook / video;10.25;0
user_2828;2020-02-02;facebook / video;10.25;0
user_2829;2020-01-04;facebook / video;10.25;0
user_2829;2020-01-14;facebook / video;10.25;0
user_2829;2020-01-20;telegram / posts;15.75;0
user_283;2020-01-07;google / cpc;8.25;0
user_2831;2020-01-15;facebook / video;10.25;0
user_2832;2020-01-08;google / cpc;8.25;0
user_2834;2020-01-06;google / cpc;8.25;0
user_2834;2020-01-07;yandex / cpc;8.5;0
user_2834;2020-01-08;google / cpc;8.25;0
user_2836;2020-01-04;telegram / posts;15.75;52.5
user_2836;2020-01-15;facebook / video;10.25;0
user_2837;2020-01-09;google / cpc;8.25;0
user_2838;2020-01-03;facebook / video;10.25;0
user_2838;2020-01-04;telegram / posts;15.75;0
user_2838;2020-01-10;google / cpc;8.25;0
user_2839;2020-01-03;telegram / posts;15.75;0
user_284;2020-01-08;yandex / cpc;8.5;0
user_2840;2020-01-14;google / cpc;8.25;0
user_2841;2020-01-10;facebook / video;10.25;0
user_2842;2020-01-06;telegram / posts;15.75;0
user_2843;2020-01-03;google / cpc;8.25;0
user_2844;2020-01-06;facebook / video;10.25;140
user_2844;2020-01-08;telegram / posts;15.75;122.5
user_2846;2020-02-06;google / cpc;8.25;0
user_2848;2020-01-11;google / cpc;8.25;60
user_2849;2020-01-04;google / cpc;8.25;0
user_285;2020-01-27;google / cpc;8.25;0
user_2850;2020-01-03;facebook / video;10.25;0
user_2850;2020-01-06;telegram / posts;15.75;0
user_2851;2020-01-03;google / cpc;8.25;0
user_2851;2020-01-04;telegram / posts;15.75;0
user_2851;2020-01-16;yandex / cpc;8.5;0
user_2852;2020-01-03;google / cpc;8.25;0
user_2854;2020-02-01;telegram / posts;15.75;0
user_2855;2020-01-09;facebook / video;10.25;0
user_2856;2020-01-03;facebook / video;10.25;0
user_2857;2020-01-04;telegram / posts;15.75;0
user_2857;2020-01-18;google / cpc;8.25;127.5
user_2858;2020-01-20;telegram / posts;15.75;0
user_2858;2020-02-11;facebook / video;10.25;0
user_286;2020-01-13;facebook / video;10.25;0
user_286;2020-01-17;yandex / cpc;8.5;245
user_286;2020-01-19;google / cpc;8.25;0
user_2860;2020-01-09;yandex / cpc;8.5;0
user_2861;2020-01-14;facebook / video;10.25;0
user_2862;2020-01-03;google / cpc;8.25;0
user_2863;2020-01-23;yandex / cpc;8.5;0
user_2864;2020-01-03;facebook / video;10.25;0
user_2865;2020-01-07;facebook / video;10.25;0
user_2866;2020-01-05;google / cpc;8.25;0
user_2867;2020-01-04;telegram / posts;15.75;0
user_2867;2020-01-05;google / cpc;8.25;0
user_2868;2020-01-05;facebook / video;10.25;0
user_2871;2020-01-05;yandex / cpc;8.5;175
user_2872;2020-01-08;yandex / cpc;8.5;0
user_2874;2020-01-03;google / cpc;8.25;0
user_2874;2020-01-20;yandex / cpc;8.5;0
user_2876;2020-01-14;google / cpc;8.25;0
user_2876;2020-01-20;telegram / posts;15.75;72.5
user_288;2020-01-19;facebook / video;10.25;0
user_2880;2020-01-03;google / cpc;8.25;0
user_2880;2020-01-11;telegram / posts;15.75;0
user_2882;2020-01-08;vk / display;14.75;0
user_2882;2020-01-23;facebook / video;10.25;0
user_2883;2020-01-07;vk / display;14.75;0
user_2886;2020-01-05;telegram / posts;15.75;0
user_2889;2020-01-04;telegram / posts;15.75;0
user_289;2020-01-05;yandex / cpc;8.5;0
user_2891;2020-01-07;telegram / posts;15.75;0
user_2892;2020-01-19;yandex / cpc;8.5;217.5
user_2893;2020-01-03;yandex / cpc;8.5;0
user_2893;2020-01-03;vk / display;14.75;0
user_2893;2020-01-06;telegram / posts;15.75;0
user_2896;2020-01-03;google / cpc;8.25;0
user_2896;2020-01-03;facebook / video;10.25;0
user_2896;2020-01-06;facebook / video;10.25;0
user_2898;2020-01-03;facebook / video;10.25;0
user_2899;2020-01-29;telegram / posts;15.75;0
user_2902;2020-01-04;google / cpc;8.25;0
user_2902;2020-01-05;telegram / posts;15.75;0
user_2902;2020-01-08;vk / display;14.75;0
user_2903;2020-01-04;vk / display;14.75;0
user_2904;2020-01-06;vk / display;14.75;0
user_2905;2020-01-08;google / cpc;8.25;0
user_2907;2020-01-08;google / cpc;8.25;0
user_2908;2020-01-08;google / cpc;8.25;0
user_291;2020-01-08;facebook / video;10.25;0
user_2910;2020-01-13;telegram / posts;15.75;0
user_2911;2020-01-04;facebook / video;10.25;0
user_2911;2020-01-06;facebook / video;10.25;0
user_2911;2020-01-22;facebook / video;10.25;0
user_2912;2020-01-07;telegram / posts;15.75;0
user_2913;2020-01-03;telegram / posts;15.75;0
user_2913;2020-01-04;facebook / video;10.25;0
user_2913;2020-01-07;facebook / video;10.25;0
user_2914;2020-01-05;facebook / video;10.25;0
user_2914;2020-01-07;google / cpc;8.25;0
user_2914;2020-01-10;facebook / video;10.25;0
user_2915;2020-01-06;yandex / cpc;8.5;97.5
user_2916;2020-01-03;telegram / posts;15.75;0
user_2918;2020-01-03;yandex / cpc;8.5;0
user_2918;2020-01-05;google / cpc;8.25;0
user_2918;2020-01-10;google / cpc;8.25;0
user_2918;2020-01-16;telegram / posts;15.75;0
user_2919;2020-01-19;facebook / video;10.25;0
user_292;2020-01-03;facebook / video;10.25;0
user_292;2020-01-03;google / cpc;8.25;0
user_2920;2020-01-06;yandex / cpc;8.5;0
user_2921;2020-01-03;yandex / cpc;8.5;0
user_2921;2020-01-05;google / cpc;8.25;0
user_2921;2020-01-09;facebook / video;10.25;0
user_2922;2020-01-03;telegram / posts;15.75;0
user_2922;2020-01-04;google / cpc;8.25;0
user_2922;2020-01-04;telegram / posts;15.75;220
user_2923;2020-01-03;google / cpc;8.25;0
user_2923;2020-01-08;facebook / video;10.25;0
user_2923;2020-01-15;telegram / posts;15.75;0
user_2925;2020-01-03;google / cpc;8.25;0
user_2926;2020-01-03;telegram / posts;15.75;0
user_2926;2020-01-04;google / cpc;8.25;0
user_2926;2020-01-08;telegram / posts;15.75;0
user_2927;2020-01-04;telegram / posts;15.75;0
user_2928;2020-01-05;google / cpc;8.25;0
user_2930;2020-01-09;yandex / cpc;8.5;0
user_2931;2020-01-11;facebook / video;10.25;0
user_2932;2020-01-05;yandex / cpc;8.5;0
user_2932;2020-01-10;yandex / cpc;8.5;0
user_2933;2020-01-10;facebook / video;10.25;0
user_2935;2020-01-04;google / cpc;8.25;0
user_2936;2020-01-03;yandex / cpc;8.5;0
user_2936;2020-01-08;telegram / posts;15.75;0
user_2938;2020-01-27;google / cpc;8.25;0
user_2939;2020-01-11;facebook / video;10.25;0
user_294;2020-01-05;facebook / video;10.25;0
user_2940;2020-01-19;google / cpc;8.25;0
user_2943;2020-01-04;google / cpc;8.25;0
user_2945;2020-01-06;telegram / posts;15.75;0
user_2946;2020-01-03;google / cpc;8.25;0
user_2946;2020-01-08;facebook / video;10.25;0
user_2946;2020-01-10;yandex / cpc;8.5;0
user_2948;2020-01-03;google / cpc;8.25;0
user_2949;2020-01-05;yandex / cpc;8.5;0
user_2953;2020-01-03;google / cpc;8.25;0
user_2953;2020-01-08;telegram / posts;15.75;85
user_2955;2020-01-04;yandex / cpc;8.5;122.5
user_2955;2020-01-06;yandex / cpc;8.5;0
user_2956;2020-01-10;facebook / video;10.25;0
user_2958;2020-01-10;google / cpc;8.25;0
user_2959;2020-01-03;yandex / cpc;8.5;0
user_2959;2020-01-04;google / cpc;8.25;0
user_2960;2020-01-03;yandex / cpc;8.5;0
user_2961;2020-01-22;telegram / posts;15.75;0
user_2962;2020-01-14;google / cpc;8.25;0
user_2964;2020-01-08;telegram / posts;15.75;105
user_2965;2020-01-05;yandex / cpc;8.5;162.5
user_2967;2020-01-06;telegram / posts;15.75;0
user_2967;2020-01-10;telegram / posts;15.75;0
user_2967;2020-02-04;vk / display;14.75;0
user_2968;2020-01-29;google / cpc;8.25;0
user_2969;2020-01-11;yandex / cpc;8.5;0
user_297;2020-01-09;google / cpc;8.25;0
user_2970;2020-01-15;google / cpc;8.25;0
user_2972;2020-01-17;google / cpc;8.25;0
user_2972;2020-01-22;telegram / posts;15.75;180
user_2974;2020-01-14;telegram / posts;15.75;0
user_2975;2020-01-19;google / cpc;8.25;140
user_2976;2020-01-14;yandex / cpc;8.5;0
user_2976;2020-01-15;facebook / video;10.25;0
user_2977;2020-01-04;facebook / video;10.25;117.5
user_298;2020-01-05;facebook / video;10.25;0
user_298;2020-01-09;facebook / video;10.25;0
user_2980;2020-01-04;google / cpc;8.25;0
user_2982;2020-01-03;vk / display;14.75;0
user_2982;2020-01-07;facebook / video;10.25;0
user_2983;2020-01-03;google / cpc;8.25;0
user_2984;2020-01-05;vk / display;14.75;0
user_2985;2020-01-03;facebook / video;10.25;0
user_2985;2020-01-11;yandex / cpc;8.5;0
user_2986;2020-01-03;telegram / posts;15.75;0
user_2986;2020-01-03;facebook / video;10.25;0
user_2986;2020-01-04;yandex / cpc;8.5;0
user_2986;2020-01-11;yandex / cpc;8.5;0
user_2987;2020-01-10;yandex / cpc;8.5;0
user_2987;2020-01-13;google / cpc;8.25;0
user_2988;2020-01-04;yandex / cpc;8.5;0
user_2988;2020-01-05;telegram / posts;15.75;0
user_2988;2020-01-05;facebook / video;10.25;0
user_299;2020-01-03;facebook / video;10.25;0
user_2993;2020-01-03;facebook / video;10.25;0
user_2993;2020-01-27;telegram / posts;15.75;0
user_2994;2020-01-03;telegram / posts;15.75;0
user_2995;2020-01-03;facebook / video;10.25;0
user_2997;2020-01-03;google / cpc;8.25;0
user_2997;2020-01-03;yandex / cpc;8.5;0
user_3;2020-01-03;facebook / video;10.25;0
user_30;2020-01-03;telegram / posts;15.75;0
user_300;2020-01-03;google / cpc;8.25;0
user_300;2020-01-06;google / cpc;8.25;0
user_300;2020-01-06;facebook / video;10.25;0
user_3000;2020-01-07;google / cpc;8.25;0
user_3001;2020-01-03;google / cpc;8.25;0
user_3002;2020-01-05;facebook / video;10.25;0
user_3003;2020-01-03;facebook / video;10.25;0
user_3004;2020-01-03;telegram / posts;15.75;0
user_3004;2020-01-05;facebook / video;10.25;0
user_3004;2020-01-09;telegram / posts;15.75;0
user_3005;2020-01-09;facebook / video;10.25;0
user_3007;2020-01-05;telegram / posts;15.75;0
user_3007;2020-01-09;google / cpc;8.25;0
user_3008;2020-01-27;facebook / video;10.25;165
user_3009;2020-01-05;telegram / posts;15.75;0
user_301;2020-01-03;facebook / video;10.25;0
user_301;2020-01-04;telegram / posts;15.75;0
user_301;2020-01-23;facebook / video;10.25;0
user_3010;2020-01-04;telegram / posts;15.75;0
user_3010;2020-01-15;google / cpc;8.25;0
user_3010;2020-01-22;facebook / video;10.25;0
user_3011;2020-01-03;telegram / posts;15.75;0
user_3011;2020-01-07;google / cpc;8.25;0
user_3011;2020-01-09;facebook / video;10.25;152.5
user_3012;2020-01-06;telegram / posts;15.75;0
user_3012;2020-01-09;facebook / video;10.25;0
user_3013;2020-01-23;yandex / cpc;8.5;0
user_3016;2020-01-31;yandex / cpc;8.5;0
user_3017;2020-01-08;telegram / posts;15.75;0
user_3017;2020-01-11;yandex / cpc;8.5;0
user_3018;2020-01-15;facebook / video;10.25;0
user_302;2020-01-11;google / cpc;8.25;0
user_3022;2020-01-03;facebook / video;10.25;0
user_3022;2020-01-06;facebook / video;10.25;0
user_3025;2020-01-09;telegram / posts;15.75;0
user_3025;2020-01-10;google / cpc;8.25;0
user_3027;2020-01-04;telegram / posts;15.75;0
user_3028;2020-01-04;telegram / posts;15.75;0
user_303;2020-01-16;yandex / cpc;8.5;0
user_3030;2020-01-05;facebook / video;10.25;0
user_3030;2020-01-06;facebook / video;10.25;0
user_3030;2020-01-13;yandex / cpc;8.5;0
user_3030;2020-01-21;yandex / cpc;8.5;0
user_3030;2020-01-25;facebook / video;10.25;0
user_3031;2020-01-04;google / cpc;8.25;0
user_3033;2020-01-04;telegram / posts;15.75;197.5
user_3033;2020-01-10;facebook / video;10.25;0
user_3034;2020-01-09;telegram / posts;15.75;0
user_3034;2020-01-19;facebook / video;10.25;0
user_3035;2020-01-08;facebook / video;10.25;0
user_3035;2020-01-08;telegram / posts;15.75;0
user_3036;2020-01-04;google / cpc;8.25;0
user_3037;2020-01-07;facebook / video;10.25;0
user_3037;2020-01-12;google / cpc;8.25;0
user_304;2020-01-05;telegram / posts;15.75;0
user_3041;2020-01-09;telegram / posts;15.75;0
user_3042;2020-01-03;google / cpc;8.25;0
user_3043;2020-01-08;telegram / posts;15.75;232.5
user_3044;2020-01-08;facebook / video;10.25;0
user_3045;2020-01-04;google / cpc;8.25;240
user_3046;2020-01-20;vk / display;14.75;0
user_3050;2020-01-03;facebook / video;10.25;0
user_3050;2020-01-05;yandex / cpc;8.5;0
user_3050;2020-01-05;facebook / video;10.25;0
user_3051;2020-01-06;yandex / cpc;8.5;0
user_3051;2020-01-08;facebook / video;10.25;0
user_3051;2020-01-10;telegram / posts;15.75;92.5
user_3053;2020-01-05;google / cpc;8.25;0
user_3057;2020-01-10;facebook / video;10.25;0
user_3059;2020-01-04;google / cpc;8.25;0
user_3060;2020-01-05;google / cpc;8.25;0
user_3062;2020-01-09;facebook / video;10.25;0
user_3063;2020-01-04;telegram / posts;15.75;0
user_3064;2020-01-03;telegram / posts;15.75;0
user_3065;2020-01-03;telegram / posts;15.75;0
user_3066;2020-01-03;yandex / cpc;8.5;0
user_3066;2020-01-04;google / cpc;8.25;0
user_3066;2020-02-07;telegram / posts;15.75;0
user_3067;2020-01-08;telegram / posts;15.75;0
user_3067;2020-01-10;facebook / video;10.25;0
user_3067;2020-01-20;google / cpc;8.25;0
user_3069;2020-01-03;google / cpc;8.25;0
user_3071;2020-01-11;telegram / posts;15.75;0
user_3071;2020-02-13;google / cpc;8.25;0
user_3072;2020-01-04;google / cpc;8.25;0
user_3072;2020-01-07;facebook / video;10.25;0
user_3074;2020-01-07;google / cpc;8.25;0
user_3074;2020-01-18;google / cpc;8.25;0
user_3075;2020-01-05;google / cpc;8.25;0
user_3077;2020-01-04;facebook / video;10.25;0
user_3078;2020-01-03;facebook / video;10.25;197.5
user_3081;2020-01-03;google / cpc;8.25;220
user_3082;2020-01-06;telegram / posts;15.75;0
user_3082;2020-01-16;google / cpc;8.25;0
user_3083;2020-01-13;google / cpc;8.25;0
user_3084;2020-01-08;facebook / video;10.25;0
user_3084;2020-01-20;yandex / cpc;8.5;0
user_3085;2020-01-05;yandex / cpc;8.5;0
user_3086;2020-01-04;facebook / video;10.25;0
user_3086;2020-01-04;telegram / posts;15.75;0
user_3086;2020-01-09;facebook / video;10.25;0
user_3087;2020-01-09;yandex / cpc;8.5;0
user_3089;2020-01-03;yandex / cpc;8.5;0
user_3089;2020-01-07;google / cpc;8.25;0
user_309;2020-01-07;google / cpc;8.25;0
user_309;2020-01-12;facebook / video;10.25;0
user_3093;2020-01-08;telegram / posts;15.75;0
user_3094;2020-01-06;google / cpc;8.25;0
user_3095;2020-01-16;facebook / video;10.25;0
user_3096;2020-01-06;yandex / cpc;8.5;0
user_3096;2020-01-08;yandex / cpc;8.5;0
user_3096;2020-01-21;telegram / posts;15.75;0
user_3097;2020-01-03;google / cpc;8.25;0
user_3097;2020-01-05;google / cpc;8.25;82.5
user_3098;2020-01-13;telegram / posts;15.75;0
user_3098;2020-01-25;yandex / cpc;8.5;0
user_3099;2020-01-03;google / cpc;8.25;0
user_3099;2020-01-04;google / cpc;8.25;0
user_3101;2020-01-03;google / cpc;8.25;0
user_3103;2020-01-04;facebook / video;10.25;0
user_3103;2020-01-10;google / cpc;8.25;0
user_3104;2020-01-06;yandex / cpc;8.5;0
user_3105;2020-01-03;google / cpc;8.25;0
user_3105;2020-01-03;yandex / cpc;8.5;0
user_3106;2020-01-03;telegram / posts;15.75;0
user_3106;2020-01-03;telegram / posts;15.75;0
user_3107;2020-01-11;facebook / video;10.25;0
user_311;2020-01-10;telegram / posts;15.75;0
user_3111;2020-01-03;google / cpc;8.25;0
user_3112;2020-01-04;yandex / cpc;8.5;0
user_3113;2020-01-04;facebook / video;10.25;0
user_3113;2020-01-15;facebook / video;10.25;0
user_3115;2020-01-13;yandex / cpc;8.5;0
user_3115;2020-01-16;telegram / posts;15.75;0
user_3116;2020-01-06;google / cpc;8.25;0
user_312;2020-01-14;telegram / posts;15.75;0
user_3120;2020-01-03;facebook / video;10.25;0
user_3120;2020-01-03;google / cpc;8.25;0
user_3120;2020-01-09;facebook / video;10.25;0
user_3121;2020-01-11;facebook / video;10.25;0
user_3121;2020-01-12;google / cpc;8.25;0
user_3122;2020-01-06;telegram / posts;15.75;0
user_3124;2020-01-07;google / cpc;8.25;0
user_3125;2020-01-03;facebook / video;10.25;0
user_3126;2020-01-04;google / cpc;8.25;0
user_3126;2020-01-13;telegram / posts;15.75;0
user_3126;2020-01-21;google / cpc;8.25;0
user_3129;2020-01-07;yandex / cpc;8.5;0
user_313;2020-02-02;facebook / video;10.25;0
user_3133;2020-01-05;yandex / cpc;8.5;0
user_3134;2020-01-04;facebook / video;10.25;0
user_3134;2020-01-04;telegram / posts;15.75;0
user_3136;2020-01-03;facebook / video;10.25;0
user_3136;2020-01-16;telegram / posts;15.75;220
user_3137;2020-01-04;yandex / cpc;8.5;0
user_3139;2020-01-04;yandex / cpc;8.5;0
user_314;2020-01-03;facebook / video;10.25;0
user_314;2020-01-03;facebook / video;10.25;0
user_314;2020-01-15;telegram / posts;15.75;0
user_314;2020-01-19;telegram / posts;15.75;0
user_3140;2020-01-05;google / cpc;8.25;0
user_3140;2020-01-06;telegram / posts;15.75;0
user_3140;2020-01-07;facebook / video;10.25;0
user_3140;2020-01-14;telegram / posts;15.75;77.5
user_3142;2020-01-03;facebook / video;10.25;0
user_3142;2020-01-03;yandex / cpc;8.5;0
user_3143;2020-01-15;facebook / video;10.25;0
user_3144;2020-01-06;facebook / video;10.25;0
user_3144;2020-01-06;google / cpc;8.25;127.5
user_3145;2020-01-04;telegram / posts;15.75;0
user_3145;2020-01-05;facebook / video;10.25;0
user_3147;2020-01-03;telegram / posts;15.75;132.5
user_3149;2020-01-13;google / cpc;8.25;0
user_315;2020-01-17;google / cpc;8.25;0
user_3151;2020-01-03;google / cpc;8.25;0
user_3151;2020-01-03;yandex / cpc;8.5;0
user_3152;2020-01-07;facebook / video;10.25;0
user_3153;2020-01-15;telegram / posts;15.75;0
user_3153;2020-01-15;google / cpc;8.25;0
user_3154;2020-01-03;telegram / posts;15.75;0
user_3154;2020-01-07;telegram / posts;15.75;0
user_3155;2020-01-08;yandex / cpc;8.5;0
user_3155;2020-01-20;google / cpc;8.25;0
user_3157;2020-01-09;google / cpc;8.25;0
user_3157;2020-01-12;google / cpc;8.25;0
user_316;2020-01-11;telegram / posts;15.75;0
user_3162;2020-01-03;telegram / posts;15.75;155
user_3162;2020-01-04;google / cpc;8.25;0
user_3162;2020-01-12;facebook / video;10.25;0
user_3162;2020-01-12;google / cpc;8.25;0
user_3163;2020-01-19;google / cpc;8.25;0
user_3167;2020-01-05;telegram / posts;15.75;0
user_3170;2020-01-03;google / cpc;8.25;0
user_3175;2020-01-24;google / cpc;8.25;0
user_3176;2020-01-05;yandex / cpc;8.5;0
user_3179;2020-01-03;google / cpc;8.25;0
user_3180;2020-01-09;facebook / video;10.25;192.5
user_3180;2020-01-15;yandex / cpc;8.5;0
user_3180;2020-01-15;facebook / video;10.25;0
user_3180;2020-01-17;telegram / posts;15.75;0
user_3183;2020-01-03;telegram / posts;15.75;102.5
user_3185;2020-01-04;facebook / video;10.25;0
user_3185;2020-01-05;facebook / video;10.25;105
user_3189;2020-01-06;google / cpc;8.25;0
user_3191;2020-01-04;yandex / cpc;8.5;0
user_3191;2020-01-06;yandex / cpc;8.5;0
user_3191;2020-01-13;google / cpc;8.25;0
user_3192;2020-01-03;google / cpc;8.25;0
user_3194;2020-01-15;yandex / cpc;8.5;0
user_3195;2020-01-05;google / cpc;8.25;145
user_3196;2020-01-06;google / cpc;8.25;0
user_3197;2020-01-04;facebook / video;10.25;0
user_3197;2020-01-05;facebook / video;10.25;0
user_3198;2020-01-04;telegram / posts;15.75;0
user_32;2020-01-05;facebook / video;10.25;0
user_3200;2020-01-05;yandex / cpc;8.5;0
user_3207;2020-01-15;yandex / cpc;8.5;0
user_3209;2020-01-09;google / cpc;8.25;0
user_3210;2020-01-03;google / cpc;8.25;0
user_3210;2020-01-22;google / cpc;8.25;0
user_3211;2020-01-08;google / cpc;8.25;0
user_3213;2020-01-11;facebook / video;10.25;0
user_3216;2020-01-07;facebook / video;10.25;0
user_3218;2020-01-05;facebook / video;10.25;0
user_3219;2020-01-05;google / cpc;8.25;0
user_322;2020-01-05;google / cpc;8.25;0
